PLATFORM;DEVICE;READ MODE;WRITE MODE;INPUT FLAGS;OUTPUT FLAGS;SIZE;TIME;ITERATIONS
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;589824;24.65;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;692224;33.6;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;802816;42.73;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;921600;52.74;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;1048576;67.72;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;1183744;79.85;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;1327104;94.86;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;1478656;113.1;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;1638400;135.47;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;1806336;155.46;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;1982464;182.92;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;2166784;212.96;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;2359296;246.74;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;2560000;277.69;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;2768896;322.6;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;2985984;355.68;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;3211264;412.39;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;3444736;454.82;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;3686400;521.54;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;3936256;566.97;100
0;1 Devastator;MapBuffer;MapBuffer;CL_MEM_READ_ONLY | CL_MEM_USE_HOST_PTR;CL_MEM_WRITE_ONLY | CL_MEM_USE_HOST_PTR;4194304;686.41;100
0;2 AMD A10-5800K APU with Radeon(tm) HD Graphics  ;EnqueueReadBuffer;EnqueueWriteBuffer;CL_MEM_READ_ONLY;CL_MEM_WRITE_ONLY;4096;0.24;100
0;2 AMD A10-5800K APU with Radeon(tm) HD Graphics  ;EnqueueReadBuffer;EnqueueWriteBuffer;CL_MEM_READ_ONLY;CL_MEM_WRITE_ONLY;16384;1.78;100
0;2 AMD A10-5800K APU with Radeon(tm) HD Graphics  ;EnqueueReadBuffer;EnqueueWriteBuffer;CL_MEM_READ_ONLY;CL_MEM_WRITE_ONLY;36864;3.91;100
0;2 AMD A10-5800K APU with Radeon(tm) HD Graphics  ;EnqueueReadBuffer;EnqueueWriteBuffer;CL_MEM_READ_ONLY;CL_MEM_WRITE_ONLY;65536;9.2;100
0;2 AMD A10-5800K APU with Radeon(tm) HD Graphics  ;EnqueueReadBuffer;EnqueueWriteBuffer;CL_MEM_READ_ONLY;CL_MEM_WRITE_ONLY;102400;17.35;100
0;2 AMD A10-5800K APU with Radeon(tm) HD Graphics  ;EnqueueReadBuffer;EnqueueWriteBuffer;CL_MEM_READ_ONLY;CL_MEM_WRITE_ONLY;147456;29.93;100
0;2 AMD A10-5800K APU with Radeon(tm) HD Graphics  ;EnqueueReadBuffer;EnqueueWriteBuffer;CL_MEM_READ_ONLY;CL_MEM_WRITE_ONLY;200704;47.39;100
0;2 AMD A10-5800K APU with Radeon(tm) HD Graphics  ;EnqueueReadBuffer;EnqueueWriteBuffer;CL_MEM_READ_ONLY;CL_MEM_WRITE_ONLY;262144;74.51;100
0;2 AMD A10-5800K APU with Radeon(tm) HD Graphics  ;EnqueueReadBuffer;EnqueueWriteBuffer;CL_MEM_READ_ONLY;CL_MEM_WRITE_ONLY;331776;103.21;100
0;2 AMD A10-5800K APU with Radeon(tm) HD Graphics  ;EnqueueReadBuffer;EnqueueWriteBuffer;CL_MEM_READ_ONLY;CL_MEM_WRITE_ONLY;409600;144.5;100
0;2 AMD A10-5800K APU with Radeon(tm) HD Graphics  ;EnqueueReadBuffer;EnqueueWriteBuffer;CL_MEM_READ_ONLY;CL_MEM_WRITE_ONLY;495616;204.4;100
0;2 AMD A10-5800K APU with Radeon(tm) HD Graphics  ;EnqueueReadBuffer;EnqueueWriteBuffer;CL_MEM_READ_ONLY;CL_MEM_WRITE_ONLY;589824;377;100
0;2 AMD A10-5800K APU with Radeon(tm) HD Graphics  ;EnqueueReadBuffer;EnqueueWriteBuffer;CL_MEM_READ_ONLY;CL_MEM_WRITE_ONLY;692224;609.62;100
0;2 AMD A10-5800K APU with Radeon(tm) HD Graphics  ;EnqueueReadBuffer;EnqueueWriteBuffer;CL_MEM_READ_ONLY;CL_MEM_WRITE_ONLY;802816;811.24;100
0;2 AMD A10-5800K APU with Radeon(tm) HD Graphics  ;EnqueueReadBuffer;EnqueueWriteBuffer;CL_MEM_READ_ONLY;CL_MEM_WRITE_ONLY;921600;1082.94;100
